"","name","price","sex","height","color","location","markings","weight","foaldate","registrations","disciplines","temperament","link"
"7198","High Society J",1400,"Gelding","15.1 hands","Bay","rice lake, Wisconsin","","","May-08","IAHA - Half-Arabian Horse Association ()","Trail Horse (Prospect) Youth/4-H Horse (Prospect) Reining (Prospect) English Pleasure (Prospect) Western Pleasure (Show) (Prospect)",4,"http://www.equine.com/horses-for-sale/horse-ad-2832369.html"
"4655","Navedano",1000,"Mare","17.0 hands","Chestnut","Spencer, New York","none","1200 pounds","Apr-06","JC - Jockey Club ()","Eventing (Prospect) Dressage (Prospect) Jumper (Prospect) Hunter (Prospect)",4,"http://www.equine.com/horses-for-sale/horse-ad-2838235.html"
"436","FONTEYN NW",40000,"Mare","16.1 hands","Brown","Woodland, California","Star","1200 pounds","Apr-08","German Oldenburg Verband ()","Hunter Under Saddle (Prospect) Hunter (Prospect) Equitation (Prospect) Dressage (Trained)",5,"http://www.equine.com/horses-for-sale/horse-ad-2749115.html"
"8972","Bachiller",30000,"Gelding","16.1 hands","Grey","Fallbrook, California","","1000 pounds","May-06","","Dressage ",4,"http://www.equine.com/horses-for-sale/horse-ad-2776402.html"
"6256","Klementine RSM",1100,"Mare","14.3 hands","Bay","Tooele, Utah","Star, Strip","1000 pounds","Apr-07","AHA - Arabian Horse Association (0638504)","Hunter (Prospect) Driving (Prospect) Western Pleasure (Prospect) Endurance Riding (Prospect)",5,"http://www.equine.com/horses-for-sale/horse-ad-2850690.html"
"4446","Anna WRF",4500,"Mare","14.2 hands","Palomino","St Augustine, Florida","","900 pounds","Apr-07","AHR - American Haflinger Registry (29272-07)","Competitive Trail Competitions (Trained) Western Pleasure (Trained) English Pleasure (Trained) Dressage (Prospect) Lesson Horse (Competed or Shown)",3,"http://www.equine.com/horses-for-sale/horse-ad-2845214.html"
"53","Electra",80000,"Mare","16.3 hands","Black","Pittstown, New Jersey","","","Apr-01","JC - Jockey Club () USEF - United States Equestrian Federation ()","Equitation (Champion) Jumper (Champion)",4,"http://www.equine.com/horses-for-sale/horse-ad-2881594.html"
"1363","Tango",3000,"Gelding","16.3 hands","Bay","Arpin, Wisconsin","","1200 pounds","Apr-04","IAHA - Half-Arabian Horse Association (HAHR*1A353394)","",1,"http://www.equine.com/horses-for-sale/horse-ad-2854218.html"
"6101","Alonzo SMP",2000,"Gelding","","Bay","Fairfax, Missouri","white star and socks","900 pounds","Sep-07","NAPHA ()","Gaited (Rank Not Applicable)",5,"http://www.equine.com/horses-for-sale/horse-ad-2854145.html"
"2511","Tanzanite",8500,"Mare","15.3 hands","Black","Birmingham, Alabama","spotted blanket, star & strip, 3 whites","950 pounds","May-09","ATA - American Trakehner Association (ORB-D-M1405)","Dressage (Prospect)",4,"http://www.equine.com/horses-for-sale/horse-ad-2800991.html"
"6988","Choose Heaven",10000,"Gelding","14.3 hands","Roan","Seguin, Texas","","","Mar-08","","Cutting  Calf Roping  Barrel Racing  Pole Bending  Ranch Horse ",2,"http://www.equine.com/horses-for-sale/horse-ad-2839065.html"
"3043","FIGARO",12500,"Gelding","6.3 hands","Bay","Bluffton, South Carolina","star","1100 pounds","Jun-98","","Jumper (Competed or Shown) Dressage (Trained)",4,"http://www.equine.com/horses-for-sale/horse-ad-2748957.html"
"3970","Twinkle",250,"Gelding","16.0 hands","Bay","Sheridan, Oregon","","1300 pounds","Apr-05","","Trail Horse (Prospect) Racing (Champion) English Pleasure (Prospect)",6,"http://www.equine.com/horses-for-sale/horse-ad-2882265.html"
"8235","Shining Star",15000,"Mare","15.3 hands","Grey","Rochester, Massachusetts","","","May-01","","Eventing (Competed or Shown) Dressage (Competed or Shown) Hunter (Competed or Shown)",2,"http://www.equine.com/horses-for-sale/horse-ad-2812709.html"
"2816","Nemels Elite (Samber X Lector-keur X Nimmerdor-pref)",22000,"Mare","16.1 hands","Pinto","Kelley, Iowa","Blaze and pinto markings","1250 pounds","May-95","KWPN - Dutch Warmblood Studbook in North America () USEF - United States Equestrian Federation () USDF and USEA-life ()","Breeding (Champion)",7,"http://www.equine.com/horses-for-sale/horse-ad-2757788.html"
"8882","Poncho",0,"Gelding","17.0 hands","Black","Austin, Texas","White blaze, white sock","","Jan-06","JC - Jockey Club ()","",7,"http://www.equine.com/horses-for-sale/horse-ad-2787555.html"
"7564","lovely isabelle",500,"Mare","15.2 hands","Chestnut","burlington, New Jersey","blaze","","Jan-01","","Brood Mare  Hunter Under Saddle  Lesson Horse ",4,"http://www.equine.com/horses-for-sale/horse-ad-2826160.html"
"2422","IMA BLAZING HOT",10000,"Gelding","15.1 hands","Bay","OSTEEN, Florida","","","Feb-06","APHA - American Paint Horse Association (884,227) PtHA - Pinto Horse Association of America ()","Equitation (Competed or Shown) Horsemanship (Competed or Shown) Showmanship (Competed or Shown) Hunter Under Saddle (Competed or Shown) Western Pleasure (Show) (Competed or Shown)",2,"http://www.equine.com/horses-for-sale/horse-ad-2697551.html"
"2752","Dixies Award",1800,"Mare","14.3 hands","Buckskin","Abilene, Texas","Black points; ears, mane & tail and short white footies","","Apr-92","AQHA - American Quarter Horse Association (3129953)","Western Pleasure (Rank Not Applicable) Trail Horse (Rank Not Applicable) Working Cow Horse (Trained) Reined Cow Horse (Trained)",3,"http://www.equine.com/horses-for-sale/horse-ad-2771835.html"
"8527","Hotey",200,"Gelding","9.0 hands","Brown","Gallatin, Tennessee","White Nose","","Jan-09","","",5,"http://www.equine.com/horses-for-sale/horse-ad-2600685.html"
"4114","I;m a lil sassy girl",2200,"Mare","15.2 hands","Sorrel","Fort Erie, Ontario, Canada","star, white on upper lip, dark spot in forehead,left fore half pastern with partial white and left hind sock","","May-00","AQHA - American Quarter Horse Association (4124047)","Brood Mare  Western Pleasure (Trained) Horsemanship (Trained)",3,"http://www.equine.com/horses-for-sale/horse-ad-2875245.html"
"8883","Rusty",1100,"Gelding","12.2 hands","Roan","Dickinson, Texas","Red roan with blanket, pastern, spots","650 pounds","Jan-01","","Jumper (Competed or Shown) Eventing (Prospect) Hunter (Prospect) Dressage (Prospect) Western Riding (Prospect)",5,"http://www.equine.com/horses-for-sale/horse-ad-2787554.html"
"4879","Alibi s Peppy Jet (PJ)",3200,"Gelding","16.1 hands","Bay","Santa Clarita, California","2 white sox and a white whisp blaze","1100 pounds","May-02","AQHA - American Quarter Horse Association (X0604277)","Trail Horse (Trained) English Pleasure (Prospect) Jumper (Prospect) Western Pleasure (Prospect) Competitive Trail Competitions (Prospect)",7,"http://www.equine.com/horses-for-sale/horse-ad-2822180.html"
"3792","Platinum Express",5500,"Mare","17.1 hands","Grey","Tobaccoville, North Carolina","dappled","","Jul-06","","English Pleasure (Competed or Shown) Beginner/Family  Equitation (Competed or Shown) Jumper (Competed or Shown) Hunter Under Saddle (Competed or Shown)",1,"http://www.equine.com/horses-for-sale/horse-ad-2888050.html"
"6434","savannah",750,"Mare","14.0 hands","Black","stockton, California","","","Feb-00","","Beginner/Family (Trained)",1,"http://www.equine.com/horses-for-sale/horse-ad-2846371.html"
"188","McLintoc",15000,"Gelding","15.0 hands","Bay","Crawford, Colorado","Blaze, Two Hind Socks","1050 pounds","Apr-08","AQHA - American Quarter Horse Association (5147029)","Beginner/Family (Trained) Reined Cow Horse (Competed or Shown) Youth/4-H Horse (Trained) Trail Horse (Trained) Horsemanship (Trained)",3,"http://www.equine.com/horses-for-sale/horse-ad-2833097.html"
"4098","Did I Dance on the Bar",2500,"Mare","15.0 hands","Bay","Eagle, Idaho","Nearly black","1000 pounds","Apr-10","AQHA - American Quarter Horse Association ()","Western Pleasure (Show) (Prospect) Hunter Under Saddle (Prospect) Horsemanship (Prospect)",2,"http://www.equine.com/horses-for-sale/horse-ad-2645023.html"
"105","Cowboys Sixshooter",6500,"Gelding","15.0 hands","Buckskin","Glendale, Arizona","","1150 pounds","Jan-03","AQHA - American Quarter Horse Association (4417837)","Beginner/Family (Trained) Barrel Racing (Prospect) Cowboy Mounted Shooting (Prospect) Team Sorting (Trained) Trail Horse (Trained)",2,"http://www.equine.com/horses-for-sale/horse-ad-2851427.html"
"1853","Missy",15000,"Mare","17.0 hands","Black","Middleburg, Virginia","Star and hind socks","","May-00","","Beginner/Family  Trail Horse  Field Hunter ",1,"http://www.equine.com/horses-for-sale/horse-ad-2832236.html"
"1759","CF Shamelessdreamaker (Junior)",14000,"Gelding","15.3 hands","Sorrel","Gainesville, Georgia","","","Apr-05","APHA - American Paint Horse Association (829,147)","Western Pleasure (Show) (Champion) Horsemanship (Champion) English Pleasure (Competed or Shown) Equitation (Competed or Shown) Competitive Trail Competitions (Champion)",2,"http://www.equine.com/horses-for-sale/horse-ad-2838352.html"
"2945","Docs Hickory Sugar",5000,"Mare","14.3 hands","Bay","Swainsboro, Georgia","Star and snip. White on bridge of nose and above nostrils. Left hind half pastern white.","","Apr-03","AQHA - American Quarter Horse Association (4410577)","Trail Horse (Trained) Ranch Horse (Competed or Shown) Cutting (Prospect) Brood Mare (Trained) Beginner/Family (Trained)",2,"http://www.equine.com/horses-for-sale/horse-ad-2753280.html"
"7706","Hudson",4500,"Gelding","16.2 hands","Grey","York Springs, Pennsylvania","","","Jan-10","","Hunter (Prospect) Eventing (Prospect) English Pleasure (Prospect) Trail Horse (Trained)",1,"http://www.equine.com/horses-for-sale/horse-ad-2822221.html"
"2697","NLD Dont Be Kidded",1000,"Mare","14.2 hands","Bay","Rapid City , Michigan","star. Left hind pastern white","","Apr-94","AQHA - American Quarter Horse Association (3311155)","Brood Mare ",1,"http://www.equine.com/horses-for-sale/horse-ad-2775032.html"
"16","Depositchex By Shine",6500,"Mare","15.1 hands","Bay","Dallas, Texas","","1050 pounds","May-08","AQHA - American Quarter Horse Association (5155279)","Lesson Horse  Reined Cow Horse  Youth/4-H Horse  Trail Horse  Reining ",2,"http://www.equine.com/horses-for-sale/horse-ad-2886059.html"
"2009","MS Malachai",12000,"Stallion","13.3 hands","Bay","Hendersonville, North Carolina","Star","500 pounds","May-12","BWP ()","Eventing (Prospect) Jumper (Prospect) Dressage (Prospect) Hunter (Prospect)",2,"http://www.equine.com/horses-for-sale/horse-ad-2826116.html"
"7069","GSP gelding ideal für amateur or youn rider",180000,"Gelding","16.2 hands","Brown","Dresden,","","","Apr-04","","Dressage (Champion)",5,"http://www.equine.com/horses-for-sale/horse-ad-2838236.html"
"4192","Hollywood",2500,"Gelding","15.2 hands","Bay","Valley Center, California","","900 pounds","Jan-01","","Trail Horse (Trained) English Pleasure (Trained) Beginner/Family (Prospect) Equitation (Prospect) Hunter Under Saddle (Prospect)",4,"http://www.equine.com/horses-for-sale/horse-ad-2851408.html"
"3525","Jigwater Storm (Rex)",4000,"Gelding","15.3 hands","Other","Sylva, North Carolina","","","Apr-01","RMHA - Rocky Mountain Horse Association Official (2002008200)","Trail Horse (Prospect) Gaited (Prospect)",2,"http://www.equine.com/horses-for-sale/horse-ad-2685042.html"
"5823","Jasmine",1200,"Mare","15.1 hands","Sorrel","Jerseyville, Ontario, Canada","","","Jul-04","APHA - American Paint Horse Association (811223)","Western Pleasure (Prospect) Showmanship (Prospect) Trail Horse (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2879962.html"
"579","Electric Frost Bite",5500,"Mare","15.0 hands","Grey","Morrill, Nebraska","","","Feb-11","AQHA - American Quarter Horse Association (5369619)","Reining (Prospect) Reined Cow Horse (Prospect)",4,"http://www.equine.com/horses-for-sale/horse-ad-2663587.html"
"1579","Daisy",4000,"Mare","15.0 hands","Chestnut","Plymouth, Wisconsin","","","Jun-01","AMHA - American Morgan Horse Association (0157581)","English Pleasure (Competed or Shown) Western Riding (Trained) Trail Horse (Prospect)",5,"http://www.equine.com/horses-for-sale/horse-ad-2845492.html"
"2660","Okjen's Phillippe",4000,"Gelding","13.1 hands","Bay","Pascoag, Rhode Island","","","Mar-06","","Dressage (Trained) Hunter (Trained) Trail Horse (Trained) Youth/4-H Horse (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2775783.html"
"7682","All Time Achiever",7000,"Gelding","16.3 hands","Grey","Wellston, Ohio","","","Apr-00","AQHA - American Quarter Horse Association ()","Hunter Under Saddle (Competed or Shown) Equitation (Competed or Shown) Showmanship (Competed or Shown)",3,"http://www.equine.com/horses-for-sale/horse-ad-2823078.html"
"644","TMCR EDDIE ROSES BAY DRAGO",1200,"Gelding","14.0 hands","Bay","Louisville, Illinois","","","Apr-10","AQHA - American Quarter Horse Association (5310080)","Cutting (Prospect) Competitive Trail Competitions (Prospect) Ranch Horse (Prospect) Reining (Prospect) Western Pleasure (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2614704.html"
"1620","Forever Young",4500,"Gelding","16.0 hands","Dun","Mont Vernon, New Hampshire","stripe, snip, 4 socks","","Apr-02","","Hunter Under Saddle (Champion) Hunter (Competed or Shown) Judged Pleasure Rides (Competed or Shown)",2,"http://www.equine.com/horses-for-sale/horse-ad-2844520.html"
"1636","Debutante",5000,"Mare","16.0 hands","Bay","Waggoner, Illinois","no markings","","Apr-08","AQHA - American Quarter Horse Association (X0675376)","Hunter Under Saddle (Trained) Equitation (Prospect) Showmanship (Prospect) Hunter (Prospect) Horsemanship (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2843117.html"
"1436","Colonel Madison",900,"Mare","15.0 hands","Chestnut","Peyton, Colorado","","1100 pounds","Mar-91","AQHA - American Quarter Horse Association (3000310)","Brood Mare (Rank Not Applicable)",1,"http://www.equine.com/horses-for-sale/horse-ad-2850712.html"
"387","Cd In The Bank",7500,"Gelding","14.0 hands","Sorrel","Dallas, Texas","","1000 pounds","May-00","AQHA - American Quarter Horse Association (4037288)","Trail Horse (Champion) Barrel Racing (Trained) Cutting (Champion) Team Penning (Trained) Ranch Sorting (Trained)",2,"http://www.equine.com/horses-for-sale/horse-ad-2762507.html"
"3863","Marki",500,"Mare","15.1 hands","Brown","Laurel, Delaware","","","Jan-02","","Country Pleasure ",6,"http://www.equine.com/horses-for-sale/horse-ad-2366010.html"
"1642","Marble",8500,"Gelding","16.2 hands","Pinto","western, Massachusetts","black/white","","Apr-04","","Eventing (Champion) Field Hunter (Champion) English Pleasure (Champion) Youth/4-H Horse (Champion) Trail Horse (Champion)",1,"http://www.equine.com/horses-for-sale/horse-ad-2843073.html"
"8823","Vuitton",15000,"Gelding","16.2 hands","Grey","Collierville, Tennessee","","","Jan-03","","Hunter (Competed or Shown) Equitation (Competed or Shown) Dressage (Competed or Shown) Eventing (Prospect) Field Hunter (Prospect)",2,"http://www.equine.com/horses-for-sale/horse-ad-2749122.html"
"8512","",5000,"Gelding","16.3 hands","Grey","Holly, Michigan","","1300 pounds","Jan-05","JC - Jockey Club ()","Hunter (Champion)",4,"http://www.equine.com/horses-for-sale/horse-ad-2803815.html"
"3786","Penny",1700,"Mare","","Chestnut","Linn Grove, Iowa","","","May-05","","Western Pleasure (Competed or Shown)",2,"http://www.equine.com/horses-for-sale/horse-ad-2803197.html"
"7360","Scooter",2500,"Gelding","15.0 hands","Sorrel","Trinidad, Colorado","Tobiano blaze","1100 pounds","Jan-05","","Barrel Racing (Prospect) English Pleasure (Prospect) Western Pleasure (Trained) Halter (Trained) Hunter Under Saddle (Prospect)",4,"http://www.equine.com/horses-for-sale/horse-ad-2829876.html"
"6682","Scout",1100,"Gelding","15.0 hands","Sorrel","Waldron, Indiana","Blaze and socks","1200 pounds","Apr-96","AQHA - American Quarter Horse Association ()","Western Pleasure (Prospect) Lesson Horse (Prospect) Trail Horse (Trained) Youth/4-H Horse (Trained) Beginner/Family (Trained)",2,"http://www.equine.com/horses-for-sale/horse-ad-2843185.html"
"438","Gulliver",16500,"Gelding","18.2 hands","Chestnut","Coto de Caza, California","Blaze, flaxen mane and tail","","May-96","","Equitation (Trained) Dressage (Trained) Jumper (Competed or Shown) Eventing (Prospect)",2,"http://www.equine.com/horses-for-sale/horse-ad-2748331.html"
"9199","Caans Chrome Plated",19900,"Gelding","16.1 hands","Grey","Stuart, Florida","None","","Mar-05","AQHA - American Quarter Horse Association ()","Equitation (Champion) Hunter (Champion) Jumper (Champion) Showmanship (Champion) Hunter Under Saddle (Champion)",2,"http://www.equine.com/horses-for-sale/horse-ad-2049657.html"
"4712","Kona",450,"Mare","15.0 hands","Bay","El Dorado Hills, California","","","Jan-07","","",6,"http://www.equine.com/horses-for-sale/horse-ad-2551418.html"
"433","Hez Juan Smooth Jewel",2500,"Stallion","","Bay","York, Pennsylvania","","","Apr-12","APHA - American Paint Horse Association (1,025,038)","Breeding (Prospect) Western Pleasure (Show) (Prospect) Youth/4-H Horse (Prospect) Halter (Prospect)",1,"http://www.equine.com/horses-for-sale/horse-ad-2192020.html"
"5858","Oaks Lectric Gun",25000,"Gelding","15.1 hands","Bay","Payson, Utah","Tobiano","","May-09","APHA - American Paint Horse Association (984262) NRHA National Reining Horse Association (569442)","Reining (Competed or Shown)",2,"http://www.equine.com/horses-for-sale/horse-ad-2879872.html"
"869","Surprise Its Easter",500,"Mare","14.3 hands","Sorrel","Milton, Georgia","Star and Strip, Left fore Sock, Sock on both hind feet.","1000 pounds","Feb-97","AQHA - American Quarter Horse Association (3539917)","Breeding (Rank Not Applicable) Companion Only (Rank Not Applicable) Brood Mare (Rank Not Applicable)",2,"http://www.equine.com/horses-for-sale/horse-ad-2888012.html"
